,Date,Open,created_at,polarity,subjectivity
54,,,Thu Feb 27 22:00:47 +0000 2020,0.5666666666666668,0.6166666666666667
55,,,Thu Feb 27 22:00:19 +0000 2020,0.0,0.0
56,,,Thu Feb 27 21:58:28 +0000 2020,0.25,0.25
57,,,Thu Feb 27 21:57:54 +0000 2020,0.2,0.1
58,,,Thu Feb 27 21:57:40 +0000 2020,0.26666666666666666,0.6333333333333333
59,,,Thu Feb 27 21:56:54 +0000 2020,0.0,0.0
60,,,Thu Feb 27 21:56:44 +0000 2020,0.0,0.0
61,,,Thu Feb 27 21:55:21 +0000 2020,0.0,1.0
62,,,Thu Feb 27 21:52:42 +0000 2020,0.5,0.5
63,,,Thu Feb 27 21:51:20 +0000 2020,0.375,0.875
64,,,Thu Feb 27 21:50:56 +0000 2020,0.5,0.5
65,,,Thu Feb 27 21:48:18 +0000 2020,0.0,0.0
66,,,Thu Feb 27 21:47:05 +0000 2020,0.0,1.0
67,,,Thu Feb 27 21:46:59 +0000 2020,0.5,0.5
68,,,Thu Feb 27 21:46:24 +0000 2020,0.5,0.5
69,,,Thu Feb 27 21:42:57 +0000 2020,0.5,0.5
70,,,Thu Feb 27 21:40:21 +0000 2020,0.26666666666666666,0.6333333333333333
71,,,Thu Feb 27 21:39:59 +0000 2020,0.26666666666666666,0.6333333333333333
72,,,Thu Feb 27 21:39:41 +0000 2020,0.5,0.5
73,,,Thu Feb 27 21:39:27 +0000 2020,0.35,0.35000000000000003
74,,,Thu Feb 27 21:37:25 +0000 2020,0.0,0.0
75,,,Thu Feb 27 21:36:07 +0000 2020,0.26666666666666666,0.6333333333333333
76,,,Thu Feb 27 21:35:08 +0000 2020,0.0,0.0
77,,,Thu Feb 27 21:33:45 +0000 2020,0.26666666666666666,0.6333333333333333
78,,,Thu Feb 27 21:33:05 +0000 2020,0.0,0.4
79,,,Thu Feb 27 21:30:53 +0000 2020,0.5,0.5
80,,,Thu Feb 27 21:29:49 +0000 2020,0.375,0.41666666666666663
81,,,Thu Feb 27 21:29:42 +0000 2020,0.5,0.5
82,,,Thu Feb 27 21:29:31 +0000 2020,0.0,0.0
83,,,Thu Feb 27 21:27:58 +0000 2020,0.26666666666666666,0.6333333333333333
84,,,Thu Feb 27 21:27:12 +0000 2020,0.5,0.5
85,,,Thu Feb 27 21:25:19 +0000 2020,0.5,0.5
86,,,Thu Feb 27 21:24:09 +0000 2020,0.2,0.3
87,,,Thu Feb 27 21:22:28 +0000 2020,0.5,0.5
88,,,Thu Feb 27 21:19:41 +0000 2020,0.5,0.5
89,,,Thu Feb 27 21:19:38 +0000 2020,0.5,0.5
90,,,Thu Feb 27 21:19:20 +0000 2020,0.5,0.5
91,,,Thu Feb 27 21:19:04 +0000 2020,0.5,0.5
92,,,Thu Feb 27 21:18:25 +0000 2020,0.5,0.5
93,,,Thu Feb 27 21:15:19 +0000 2020,0.0,0.0
94,,,Thu Feb 27 21:14:56 +0000 2020,0.26666666666666666,0.6333333333333333
95,,,Thu Feb 27 21:14:31 +0000 2020,0.5,0.5
96,,,Thu Feb 27 21:14:18 +0000 2020,0.5,0.5
97,,,Thu Feb 27 21:13:43 +0000 2020,0.26666666666666666,0.6333333333333333
98,,,Thu Feb 27 21:06:44 +0000 2020,-0.125,0.125
99,,,Thu Feb 27 21:06:30 +0000 2020,0.5,0.5
100,,,Thu Feb 27 21:04:21 +0000 2020,0.0,0.0
101,,,Thu Feb 27 21:00:08 +0000 2020,0.2333333333333333,0.3666666666666667
102,,,Thu Feb 27 21:00:03 +0000 2020,0.26666666666666666,0.6333333333333333
103,,,Thu Feb 27 20:59:51 +0000 2020,0.26666666666666666,0.6333333333333333
104,,,Thu Feb 27 20:59:43 +0000 2020,0.26666666666666666,0.6333333333333333
105,,,Thu Feb 27 20:59:35 +0000 2020,0.26666666666666666,0.6333333333333333
106,,,Thu Feb 27 20:59:23 +0000 2020,0.26666666666666666,0.6333333333333333
107,,,Thu Feb 27 20:59:15 +0000 2020,0.26666666666666666,0.6333333333333333
108,,,Thu Feb 27 20:59:08 +0000 2020,0.26666666666666666,0.6333333333333333
109,,,Thu Feb 27 20:59:00 +0000 2020,0.26666666666666666,0.6333333333333333
110,,,Thu Feb 27 20:58:52 +0000 2020,0.26666666666666666,0.6333333333333333
111,,,Thu Feb 27 20:58:41 +0000 2020,0.26666666666666666,0.6333333333333333
112,,,Thu Feb 27 20:58:24 +0000 2020,0.26666666666666666,0.6333333333333333
113,,,Thu Feb 27 20:58:15 +0000 2020,0.5,0.5
114,,,Thu Feb 27 20:57:57 +0000 2020,0.26666666666666666,0.6333333333333333
115,,,Thu Feb 27 20:57:47 +0000 2020,0.0,0.0
116,,,Thu Feb 27 20:55:12 +0000 2020,0.5,0.5
117,,,Thu Feb 27 20:54:16 +0000 2020,0.5,0.5
118,,,Thu Feb 27 20:52:24 +0000 2020,0.5,0.5
119,,,Thu Feb 27 20:51:46 +0000 2020,0.26666666666666666,0.6333333333333333
120,,,Thu Feb 27 20:48:25 +0000 2020,0.5,0.5
121,,,Thu Feb 27 20:47:15 +0000 2020,0.5,0.5
122,,,Thu Feb 27 20:45:26 +0000 2020,0.26666666666666666,0.6333333333333333
123,,,Thu Feb 27 20:44:52 +0000 2020,0.8,1.0
124,,,Thu Feb 27 20:40:20 +0000 2020,0.49,0.65
125,,,Thu Feb 27 20:38:56 +0000 2020,0.26666666666666666,0.6333333333333333
126,,,Thu Feb 27 20:37:01 +0000 2020,0.0,0.0
127,,,Thu Feb 27 20:33:39 +0000 2020,0.5,0.5
128,,,Thu Feb 27 20:33:10 +0000 2020,0.5,0.5
129,,,Thu Feb 27 20:31:53 +0000 2020,0.13636363636363635,0.45454545454545453
130,,,Thu Feb 27 20:31:37 +0000 2020,0.5,0.5
131,,,Thu Feb 27 20:31:10 +0000 2020,0.5,0.5
132,,,Thu Feb 27 20:30:57 +0000 2020,0.39285714285714285,0.5178571428571428
133,,,Thu Feb 27 20:30:15 +0000 2020,0.0,0.0
134,,,Thu Feb 27 20:30:07 +0000 2020,0.0,0.0
135,,,Thu Feb 27 20:29:59 +0000 2020,0.5,0.5
136,,,Thu Feb 27 20:29:15 +0000 2020,0.5,0.5
137,,,Thu Feb 27 20:28:25 +0000 2020,0.5,0.5
138,,,Thu Feb 27 20:28:01 +0000 2020,0.0,0.0
139,,,Thu Feb 27 20:27:18 +0000 2020,0.5,0.5
140,,,Thu Feb 27 20:24:55 +0000 2020,0.5,0.5
141,,,Thu Feb 27 20:24:41 +0000 2020,0.5,0.5
142,,,Thu Feb 27 20:22:42 +0000 2020,0.0,0.0
143,,,Thu Feb 27 20:22:07 +0000 2020,0.5,0.5
144,,,Thu Feb 27 20:21:53 +0000 2020,0.5,0.5
145,,,Thu Feb 27 20:21:22 +0000 2020,0.5,0.5
146,,,Thu Feb 27 20:20:19 +0000 2020,0.5,0.5
147,,,Thu Feb 27 20:19:09 +0000 2020,0.5,0.5
148,,,Thu Feb 27 20:12:02 +0000 2020,0.5,0.5
149,,,Thu Feb 27 20:11:34 +0000 2020,0.5,0.5
150,,,Thu Feb 27 20:06:23 +0000 2020,0.0,0.0
151,,,Thu Feb 27 20:06:01 +0000 2020,0.26666666666666666,0.6333333333333333
152,,,Thu Feb 27 20:04:36 +0000 2020,0.2,0.3
153,,,Thu Feb 27 20:04:21 +0000 2020,0.5,0.5
154,,,Thu Feb 27 20:03:40 +0000 2020,0.5,0.5
155,,,Thu Feb 27 20:03:15 +0000 2020,0.2,0.3
156,,,Thu Feb 27 20:03:12 +0000 2020,0.2416666666666667,0.45809523809523806
157,,,Thu Feb 27 20:02:41 +0000 2020,0.0,0.06666666666666667
158,,,Thu Feb 27 19:54:24 +0000 2020,0.26666666666666666,0.6333333333333333
159,,,Thu Feb 27 19:53:37 +0000 2020,0.26666666666666666,0.6333333333333333
160,,,Thu Feb 27 19:53:13 +0000 2020,0.5,0.5
161,,,Thu Feb 27 19:51:50 +0000 2020,0.5,0.5
162,,,Thu Feb 27 19:48:42 +0000 2020,0.5,0.5
163,,,Thu Feb 27 19:47:15 +0000 2020,0.5,0.5
164,,,Thu Feb 27 19:47:09 +0000 2020,0.5,0.5
165,,,Thu Feb 27 19:46:24 +0000 2020,0.4,0.375
166,,,Thu Feb 27 19:45:19 +0000 2020,0.2,0.3
167,,,Thu Feb 27 19:45:03 +0000 2020,0.39285714285714285,0.5178571428571428
168,,,Thu Feb 27 19:43:56 +0000 2020,-0.09583333333333333,0.25
169,,,Thu Feb 27 19:42:06 +0000 2020,0.0,0.0
170,,,Thu Feb 27 19:41:04 +0000 2020,0.25,0.35
171,,,Thu Feb 27 19:40:29 +0000 2020,0.5,0.5
172,,,Thu Feb 27 19:39:04 +0000 2020,0.5,0.5
173,,,Thu Feb 27 19:35:56 +0000 2020,0.26666666666666666,0.6333333333333333
174,,,Thu Feb 27 19:32:02 +0000 2020,0.5,0.5
175,,,Thu Feb 27 19:31:20 +0000 2020,0.5,0.5
176,,,Thu Feb 27 19:31:18 +0000 2020,0.5,0.5
177,,,Thu Feb 27 19:31:05 +0000 2020,0.2,0.1
178,,,Thu Feb 27 19:30:54 +0000 2020,0.26666666666666666,0.6333333333333333
179,,,Thu Feb 27 19:30:52 +0000 2020,0.5,0.5
180,,,Thu Feb 27 19:30:43 +0000 2020,0.5,0.5
181,,,Thu Feb 27 19:30:40 +0000 2020,0.5,0.5
182,,,Thu Feb 27 19:30:28 +0000 2020,0.5,0.5
183,,,Thu Feb 27 19:30:27 +0000 2020,0.5,0.5
184,,,Thu Feb 27 19:30:08 +0000 2020,0.5,0.5
185,,,Thu Feb 27 19:29:45 +0000 2020,0.5,0.5
186,,,Thu Feb 27 19:29:15 +0000 2020,0.5,0.5
187,,,Thu Feb 27 19:27:43 +0000 2020,0.5,0.5
188,,,Thu Feb 27 19:26:51 +0000 2020,0.5,0.5
189,,,Thu Feb 27 19:26:27 +0000 2020,0.5,0.5
190,,,Thu Feb 27 19:26:06 +0000 2020,0.5,0.5
191,,,Thu Feb 27 19:25:18 +0000 2020,0.0,0.0
192,,,Thu Feb 27 19:24:59 +0000 2020,0.5,0.5
193,,,Thu Feb 27 19:24:21 +0000 2020,0.5,0.5
194,,,Thu Feb 27 19:23:46 +0000 2020,0.5,0.5
195,,,Thu Feb 27 19:19:25 +0000 2020,0.26666666666666666,0.6333333333333333
196,,,Thu Feb 27 19:18:35 +0000 2020,0.5,0.5
197,,,Thu Feb 27 19:18:13 +0000 2020,0.5,0.5
198,,,Thu Feb 27 19:17:45 +0000 2020,0.5,0.5
199,,,Thu Feb 27 19:17:39 +0000 2020,0.13636363636363635,0.45454545454545453
200,,,Thu Feb 27 19:17:17 +0000 2020,0.5,0.5
201,,,Thu Feb 27 19:16:45 +0000 2020,0.5,0.5
202,,,Thu Feb 27 19:16:42 +0000 2020,0.0,0.06666666666666667
203,,,Thu Feb 27 19:16:24 +0000 2020,0.26666666666666666,0.6333333333333333
204,,,Thu Feb 27 19:15:21 +0000 2020,0.35,0.35000000000000003
205,,,Thu Feb 27 19:14:56 +0000 2020,0.5,0.5
206,,,Thu Feb 27 19:13:27 +0000 2020,0.5,0.5
207,,,Thu Feb 27 19:11:47 +0000 2020,0.13636363636363635,0.45454545454545453
208,,,Thu Feb 27 19:11:38 +0000 2020,0.26666666666666666,0.6333333333333333
209,,,Thu Feb 27 19:11:13 +0000 2020,0.0,0.1
210,,,Thu Feb 27 19:10:32 +0000 2020,0.5,0.5
211,,,Thu Feb 27 19:09:44 +0000 2020,0.26666666666666666,0.6333333333333333
212,,,Thu Feb 27 19:09:33 +0000 2020,0.26666666666666666,0.6333333333333333
213,,,Thu Feb 27 19:08:24 +0000 2020,-0.09583333333333333,0.25
214,,,Thu Feb 27 19:07:07 +0000 2020,0.39285714285714285,0.5178571428571428
215,,,Thu Feb 27 19:05:17 +0000 2020,0.5,0.5
216,,,Thu Feb 27 19:03:56 +0000 2020,-0.13333333333333333,0.4000000000000001
217,,,Thu Feb 27 19:03:23 +0000 2020,0.0,0.1
218,,,Thu Feb 27 19:02:52 +0000 2020,0.3333333333333333,1.0
219,,,Thu Feb 27 19:02:34 +0000 2020,0.0,0.1
220,,,Thu Feb 27 19:02:23 +0000 2020,0.5,0.5
221,,,Thu Feb 27 19:02:03 +0000 2020,0.5,0.5
222,,,Thu Feb 27 19:00:51 +0000 2020,0.0,0.1
223,,,Thu Feb 27 19:00:36 +0000 2020,0.26666666666666666,0.6333333333333333
224,,,Thu Feb 27 19:00:17 +0000 2020,0.0,0.0
225,,,Thu Feb 27 18:58:26 +0000 2020,0.5,0.5
226,,,Thu Feb 27 18:55:54 +0000 2020,0.0,0.0
227,,,Thu Feb 27 18:54:02 +0000 2020,0.5,0.5
228,,,Thu Feb 27 18:54:01 +0000 2020,0.26666666666666666,0.6333333333333333
229,,,Thu Feb 27 18:53:37 +0000 2020,0.5,0.5
230,,,Thu Feb 27 18:53:05 +0000 2020,-0.2,0.42500000000000004
231,,,Thu Feb 27 18:52:43 +0000 2020,0.14166666666666666,0.6166666666666667
232,,,Thu Feb 27 18:51:21 +0000 2020,0.5,0.5
233,,,Thu Feb 27 18:50:35 +0000 2020,0.5,0.5
234,,,Thu Feb 27 18:49:39 +0000 2020,0.5,0.5
235,,,Thu Feb 27 18:44:39 +0000 2020,0.0,0.0
236,,,Thu Feb 27 18:44:30 +0000 2020,0.18888888888888888,0.5222222222222223
237,,,Thu Feb 27 18:44:18 +0000 2020,0.0,0.0
238,,,Thu Feb 27 18:43:29 +0000 2020,0.5,0.5
239,,,Thu Feb 27 18:42:42 +0000 2020,0.0,0.06666666666666667
240,,,Thu Feb 27 18:41:44 +0000 2020,0.5,0.5
241,,,Thu Feb 27 18:41:29 +0000 2020,0.5,0.5
242,,,Thu Feb 27 18:40:21 +0000 2020,0.26666666666666666,0.6333333333333333
243,,,Thu Feb 27 18:40:06 +0000 2020,0.5,0.5
244,,,Thu Feb 27 18:39:44 +0000 2020,0.5,0.5
245,,,Thu Feb 27 18:38:41 +0000 2020,0.5,0.5
246,,,Thu Feb 27 18:38:04 +0000 2020,0.5,0.5
247,,,Thu Feb 27 18:36:12 +0000 2020,0.5,0.5
248,,,Thu Feb 27 18:36:04 +0000 2020,0.5,0.5
249,,,Thu Feb 27 18:35:51 +0000 2020,0.5,0.5
250,,,Thu Feb 27 18:35:47 +0000 2020,0.5,0.5
251,,,Thu Feb 27 18:35:42 +0000 2020,0.5,0.5
252,,,Thu Feb 27 18:35:29 +0000 2020,0.5,0.5
253,,,Thu Feb 27 18:35:12 +0000 2020,0.5,0.5
254,,,Thu Feb 27 18:35:04 +0000 2020,0.5,0.5
255,,,Thu Feb 27 18:33:32 +0000 2020,0.5,0.5
256,,,Thu Feb 27 18:33:21 +0000 2020,0.5,0.5
257,,,Thu Feb 27 18:31:44 +0000 2020,0.5,0.5
258,,,Thu Feb 27 18:31:35 +0000 2020,0.5,0.5
259,,,Thu Feb 27 18:31:29 +0000 2020,0.13636363636363635,0.45454545454545453
260,,,Thu Feb 27 18:31:27 +0000 2020,0.5,0.5
261,,,Thu Feb 27 18:31:08 +0000 2020,0.5,0.5
262,,,Thu Feb 27 18:31:02 +0000 2020,0.5,0.5
263,,,Thu Feb 27 18:29:48 +0000 2020,0.0,0.06666666666666667
264,,,Thu Feb 27 18:29:37 +0000 2020,0.5,0.5
265,,,Thu Feb 27 18:29:36 +0000 2020,0.0,0.06666666666666667
266,,,Thu Feb 27 18:28:55 +0000 2020,0.5,0.5
267,,,Thu Feb 27 18:28:17 +0000 2020,0.5,0.5
268,,,Thu Feb 27 18:28:15 +0000 2020,0.5,0.5
269,,,Thu Feb 27 18:27:40 +0000 2020,0.5,0.5
270,,,Thu Feb 27 18:27:33 +0000 2020,0.5,0.5
271,,,Thu Feb 27 18:27:08 +0000 2020,0.5,0.5
272,,,Thu Feb 27 18:26:31 +0000 2020,0.5,0.5
273,,,Thu Feb 27 18:25:49 +0000 2020,0.5,0.5
274,,,Thu Feb 27 18:25:37 +0000 2020,0.5,0.5
275,,,Thu Feb 27 18:24:28 +0000 2020,0.5,0.5
276,,,Thu Feb 27 18:24:20 +0000 2020,0.5,0.5
277,,,Thu Feb 27 18:24:18 +0000 2020,0.5,0.5
278,,,Thu Feb 27 18:23:12 +0000 2020,0.0,0.0
279,,,Thu Feb 27 18:22:28 +0000 2020,0.5,0.5
280,,,Thu Feb 27 18:22:16 +0000 2020,0.5,0.5
281,,,Thu Feb 27 18:21:15 +0000 2020,0.0,0.06666666666666667
282,,,Thu Feb 27 18:20:35 +0000 2020,0.5,0.5
283,,,Thu Feb 27 18:20:32 +0000 2020,0.5,0.5
284,,,Thu Feb 27 18:19:53 +0000 2020,0.39285714285714285,0.5178571428571428
285,,,Thu Feb 27 18:19:45 +0000 2020,0.5,0.5
286,,,Thu Feb 27 18:19:25 +0000 2020,0.13636363636363635,0.45454545454545453
287,,,Thu Feb 27 18:19:04 +0000 2020,0.0,0.06666666666666667
288,,,Thu Feb 27 18:18:21 +0000 2020,0.5,0.5
289,,,Thu Feb 27 18:18:18 +0000 2020,0.13636363636363635,0.45454545454545453
290,,,Thu Feb 27 18:18:13 +0000 2020,0.5,0.5
291,,,Thu Feb 27 18:17:58 +0000 2020,0.5,0.5
292,,,Thu Feb 27 18:15:45 +0000 2020,0.0,0.06666666666666667
293,,,Thu Feb 27 18:15:39 +0000 2020,0.26666666666666666,0.6333333333333333
294,,,Thu Feb 27 18:15:33 +0000 2020,0.5,0.5
295,,,Thu Feb 27 18:15:22 +0000 2020,0.26666666666666666,0.6333333333333333
296,,,Thu Feb 27 18:14:45 +0000 2020,0.5,0.5
297,,,Thu Feb 27 18:13:44 +0000 2020,0.0,0.06666666666666667
298,,,Thu Feb 27 18:12:58 +0000 2020,0.5,0.5
299,,,Thu Feb 27 18:12:38 +0000 2020,0.5,0.5
300,,,Thu Feb 27 18:11:46 +0000 2020,0.5,0.5
301,,,Thu Feb 27 18:11:39 +0000 2020,0.0,0.0
302,,,Thu Feb 27 18:11:33 +0000 2020,0.5,0.5
303,,,Thu Feb 27 18:11:07 +0000 2020,0.5,0.5
304,,,Thu Feb 27 18:10:28 +0000 2020,0.5,0.5
305,,,Thu Feb 27 18:10:16 +0000 2020,0.5,0.5
306,,,Thu Feb 27 18:10:15 +0000 2020,0.5,0.5
307,,,Thu Feb 27 18:10:11 +0000 2020,0.5,0.5
308,,,Thu Feb 27 18:10:05 +0000 2020,0.5,0.5
309,,,Thu Feb 27 18:10:00 +0000 2020,0.0,0.06666666666666667
310,,,Thu Feb 27 18:09:49 +0000 2020,0.5,0.5
311,,,Thu Feb 27 18:09:15 +0000 2020,0.5,0.5
312,,,Thu Feb 27 18:09:00 +0000 2020,0.5,0.5
313,,,Thu Feb 27 18:08:19 +0000 2020,0.5,0.5
314,,,Thu Feb 27 18:08:00 +0000 2020,0.0,0.06666666666666667
315,,,Thu Feb 27 18:07:59 +0000 2020,0.5,0.5
316,,,Thu Feb 27 18:07:26 +0000 2020,0.5,0.5
317,,,Thu Feb 27 18:07:23 +0000 2020,0.26666666666666666,0.6333333333333333
318,,,Thu Feb 27 18:07:06 +0000 2020,0.5,0.5
319,,,Thu Feb 27 18:07:04 +0000 2020,0.5,0.5
320,,,Thu Feb 27 18:06:43 +0000 2020,0.5,0.5
321,,,Thu Feb 27 18:06:41 +0000 2020,0.0,0.06666666666666667
322,,,Thu Feb 27 18:06:00 +0000 2020,0.5,0.5
323,,,Thu Feb 27 18:05:53 +0000 2020,0.5,0.5
324,,,Thu Feb 27 18:05:24 +0000 2020,0.5,0.5
325,,,Thu Feb 27 18:05:11 +0000 2020,0.0,0.0
326,,,Thu Feb 27 18:04:55 +0000 2020,0.5,0.5
327,,,Thu Feb 27 18:04:42 +0000 2020,0.5,0.5
328,,,Thu Feb 27 18:02:19 +0000 2020,0.0,0.0
329,,,Thu Feb 27 18:02:14 +0000 2020,0.0,0.0
330,,,Thu Feb 27 18:01:27 +0000 2020,0.5,0.5
331,,,Thu Feb 27 18:01:26 +0000 2020,0.5,0.5
332,,,Thu Feb 27 18:01:20 +0000 2020,0.5,0.5
333,,,Thu Feb 27 18:00:55 +0000 2020,0.5,0.5
334,,,Thu Feb 27 18:00:54 +0000 2020,0.5,0.5
335,,,Thu Feb 27 18:00:37 +0000 2020,0.5,0.5
336,,,Thu Feb 27 17:59:19 +0000 2020,0.5,0.5
337,,,Thu Feb 27 17:59:00 +0000 2020,0.5,0.5
338,,,Thu Feb 27 17:58:53 +0000 2020,0.5,0.5
339,,,Thu Feb 27 17:57:55 +0000 2020,0.5,0.5
340,,,Thu Feb 27 17:57:34 +0000 2020,0.39285714285714285,0.5178571428571428
341,,,Thu Feb 27 17:57:12 +0000 2020,0.5,0.5
342,,,Thu Feb 27 17:56:54 +0000 2020,0.5,0.5
343,,,Thu Feb 27 17:56:48 +0000 2020,0.5,0.5
344,,,Thu Feb 27 17:56:03 +0000 2020,0.5,0.5
345,,,Thu Feb 27 17:55:52 +0000 2020,0.5,0.5
346,,,Thu Feb 27 17:55:46 +0000 2020,0.5,0.5
347,,,Thu Feb 27 17:55:45 +0000 2020,0.5,0.5
348,,,Thu Feb 27 17:55:27 +0000 2020,0.5,0.5
349,,,Thu Feb 27 17:55:18 +0000 2020,0.0,0.0
350,,,Thu Feb 27 17:55:16 +0000 2020,0.5,0.5
351,,,Thu Feb 27 17:55:00 +0000 2020,0.0,0.0
352,,,Thu Feb 27 17:54:58 +0000 2020,0.5,0.5
353,,,Thu Feb 27 17:54:54 +0000 2020,0.5,0.5
354,,,Thu Feb 27 17:54:46 +0000 2020,0.5,0.5
355,,,Thu Feb 27 17:54:44 +0000 2020,0.5,0.5
356,,,Thu Feb 27 17:54:38 +0000 2020,0.5,0.5
357,,,Thu Feb 27 17:54:19 +0000 2020,0.5,0.5
358,,,Thu Feb 27 17:54:18 +0000 2020,0.5,0.5
359,,,Thu Feb 27 17:54:10 +0000 2020,0.5,0.5
360,,,Thu Feb 27 17:54:02 +0000 2020,0.5,0.5
361,,,Thu Feb 27 17:53:19 +0000 2020,0.0,0.0
362,,,Thu Feb 27 17:52:19 +0000 2020,0.5,0.5
363,,,Thu Feb 27 17:50:26 +0000 2020,0.0,1.0
364,,,Thu Feb 27 17:49:23 +0000 2020,0.3,0.1
365,,,Thu Feb 27 17:49:20 +0000 2020,0.5,0.5
366,,,Thu Feb 27 17:42:58 +0000 2020,0.5,0.5
367,,,Thu Feb 27 17:37:17 +0000 2020,0.2,0.4
368,,,Thu Feb 27 17:36:41 +0000 2020,0.2,0.4
369,,,Thu Feb 27 17:36:14 +0000 2020,0.5,0.5
370,,,Thu Feb 27 17:34:37 +0000 2020,0.39285714285714285,0.5178571428571428
371,,,Thu Feb 27 17:33:59 +0000 2020,0.10714285714285714,0.37142857142857144
372,,,Thu Feb 27 17:32:55 +0000 2020,0.5,0.5
373,,,Thu Feb 27 17:32:18 +0000 2020,0.26666666666666666,0.6333333333333333
374,,,Thu Feb 27 17:31:32 +0000 2020,0.0,0.0
375,,,Thu Feb 27 17:30:33 +0000 2020,0.26666666666666666,0.6333333333333333
376,,,Thu Feb 27 17:28:40 +0000 2020,0.0,0.0
377,,,Thu Feb 27 17:26:17 +0000 2020,0.5,0.5
378,,,Thu Feb 27 17:24:59 +0000 2020,0.39285714285714285,0.5178571428571428
379,,,Thu Feb 27 17:24:01 +0000 2020,0.26666666666666666,0.6333333333333333
380,,,Thu Feb 27 17:19:53 +0000 2020,0.39285714285714285,0.5178571428571428
